Id,activity_date,total_steps,calories,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,activity_level,activity_intensity_segment,day_type,total_minutes_asleep,total_time_in_bed,sleep_efficiency,sleep_segment
4388161847,21-04-2016,10055,3069,7,12,272,853,High Activity,Low Very-Active,Weekday,442,458,96.5,6-8 Hours
4388161847,22-04-2016,12139,3544,77,25,220,945,High Activity,High Very-Active,Weekday,82,85,96.5,Less than 6 Hours
4388161847,23-04-2016,13236,3306,58,5,215,749,High Activity,High Very-Active,Weekend,478,501,95.4,6-8 Hours
4388161847,24-04-2016,10243,2885,14,8,239,584,High Activity,Moderate Very-Active,Weekend,552,595,92.8,More than 8 Hours
4388161847,25-04-2016,12961,3288,11,31,301,1054,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4388161847,26-04-2016,9461,2929,14,23,224,673,Moderate Activity,Moderate Very-Active,Weekday,319,346,92.2,Less than 6 Hours
4388161847,27-04-2016,11193,3074,11,48,241,684,High Activity,Moderate Very-Active,Weekday,439,500,87.8,6-8 Hours
4388161847,28-04-2016,10074,2969,19,9,234,878,High Activity,Moderate Very-Active,Weekday,428,458,93.4,6-8 Hours
4388161847,29-04-2016,9232,2979,13,16,236,1175,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4388161847,30-04-2016,12533,3283,14,43,300,537,High Activity,Moderate Very-Active,Weekend,409,430,95.1,6-8 Hours
4388161847,01-05-2016,10255,2926,12,15,241,579,High Activity,Moderate Very-Active,Weekend,547,597,91.6,More than 8 Hours
4388161847,02-05-2016,10096,3147,33,4,204,935,High Activity,High Very-Active,Weekday,368,376,97.9,6-8 Hours
4388161847,03-05-2016,12727,3290,18,18,306,984,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4388161847,04-05-2016,12375,3162,35,21,251,632,High Activity,High Very-Active,Weekday,390,414,94.2,6-8 Hours
4388161847,05-05-2016,9603,2899,12,39,199,896,Moderate Activity,Moderate Very-Active,Weekday,471,495,95.2,6-8 Hours
4388161847,06-05-2016,13175,3425,33,45,262,1100,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4388161847,07-05-2016,22770,4022,120,56,260,508,High Activity,High Very-Active,Weekend,472,496,95.2,6-8 Hours
4388161847,08-05-2016,17298,3934,107,38,178,576,High Activity,High Very-Active,Weekend,529,541,97.8,More than 8 Hours
4388161847,09-05-2016,10218,3013,6,19,258,1020,High Activity,Low Very-Active,Weekday,62,65,95.4,Less than 6 Hours
4388161847,10-05-2016,10299,3061,13,14,267,648,High Activity,Moderate Very-Active,Weekday,354,375,94.4,Less than 6 Hours
4388161847,11-05-2016,10201,2954,8,18,256,858,High Activity,Low Very-Active,Weekday,469,494,94.9,6-8 Hours
4388161847,12-05-2016,3369,1623,0,0,108,825,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4445114986,12-04-2016,3276,2113,0,0,196,787,Low Activity,Low Very-Active,Weekday,429,457,93.9,6-8 Hours
4445114986,13-04-2016,2961,2095,0,0,194,840,Low Activity,Low Very-Active,Weekday,370,406,91.1,6-8 Hours
4445114986,14-04-2016,3974,2194,0,0,231,717,Low Activity,Low Very-Active,Weekday,441,492,89.6,6-8 Hours
4445114986,15-04-2016,7198,2496,0,0,350,711,Moderate Activity,Low Very-Active,Weekday,337,379,88.9,Less than 6 Hours
4445114986,16-04-2016,3945,2180,0,0,225,716,Low Activity,Low Very-Active,Weekend,462,499,92.6,6-8 Hours
4445114986,17-04-2016,2268,1933,0,0,114,1219,Low Activity,Low Very-Active,Weekend,98,107,91.6,Less than 6 Hours
4445114986,18-04-2016,6155,2248,25,6,162,1247,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4445114986,19-04-2016,2064,1954,0,0,121,895,Low Activity,Low Very-Active,Weekday,388,424,91.5,6-8 Hours
4445114986,20-04-2016,2072,1974,0,0,137,841,Low Activity,Low Very-Active,Weekday,439,462,95,6-8 Hours
4445114986,21-04-2016,3809,2150,0,0,215,756,Low Activity,Low Very-Active,Weekday,436,469,93,6-8 Hours
4445114986,22-04-2016,6831,2432,0,0,317,706,Moderate Activity,Low Very-Active,Weekday,388,417,93,6-8 Hours
4445114986,23-04-2016,4363,2149,0,0,201,1239,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4445114986,24-04-2016,5002,2247,0,0,244,1196,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4445114986,25-04-2016,3385,2070,0,0,179,916,Low Activity,Low Very-Active,Weekday,328,345,95.1,Less than 6 Hours
4445114986,26-04-2016,6326,2291,29,1,180,839,Moderate Activity,Moderate Very-Active,Weekday,353,391,90.3,Less than 6 Hours
4445114986,27-04-2016,7243,2361,32,1,194,839,Moderate Activity,High Very-Active,Weekday,332,374,88.8,Less than 6 Hours
4445114986,28-04-2016,4493,2203,0,0,236,762,Low Activity,Low Very-Active,Weekday,419,442,94.8,6-8 Hours
4445114986,29-04-2016,4676,2196,0,0,226,1106,Low Activity,Low Very-Active,Weekday,106,108,98.1,Less than 6 Hours
4445114986,30-04-2016,6222,2363,0,0,290,797,Moderate Activity,Low Very-Active,Weekend,322,353,91.2,Less than 6 Hours
4445114986,01-05-2016,5232,2246,0,0,240,741,Moderate Activity,Low Very-Active,Weekend,439,459,95.6,6-8 Hours
4445114986,02-05-2016,6910,2336,27,4,200,667,Moderate Activity,Moderate Very-Active,Weekday,502,542,92.6,More than 8 Hours
4445114986,03-05-2016,7502,2421,30,2,233,725,Moderate Activity,High Very-Active,Weekday,417,450,92.7,6-8 Hours
4445114986,04-05-2016,2923,2070,0,0,180,897,Low Activity,Low Very-Active,Weekday,337,363,92.8,Less than 6 Hours
4445114986,05-05-2016,3800,2120,2,6,185,734,Low Activity,Low Very-Active,Weekday,462,513,90.1,6-8 Hours
4445114986,06-05-2016,4514,2211,0,0,229,809,Low Activity,Low Very-Active,Weekday,374,402,93,6-8 Hours
4445114986,07-05-2016,5183,2123,26,4,108,866,Moderate Activity,Moderate Very-Active,Weekend,401,436,92,6-8 Hours
4445114986,08-05-2016,7303,2423,0,8,308,733,Moderate Activity,Low Very-Active,Weekend,361,391,92.3,6-8 Hours
4445114986,09-05-2016,5275,2281,0,0,266,641,Moderate Activity,Low Very-Active,Weekday,457,533,85.7,6-8 Hours
4445114986,10-05-2016,3915,2181,0,0,231,783,Low Activity,Low Very-Active,Weekday,405,426,95.1,6-8 Hours
4445114986,11-05-2016,9105,2499,34,22,232,622,Moderate Activity,High Very-Active,Weekday,499,530,94.2,More than 8 Hours
4445114986,12-05-2016,768,1212,0,0,58,380,Low Activity,Low Very-Active,Weekday,483,501,96.4,More than 8 Hours
4558609924,12-04-2016,5135,1909,0,0,318,1122,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,13-04-2016,4978,1722,19,7,127,1287,Low Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,14-04-2016,6799,1922,0,0,279,1161,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,15-04-2016,7795,2121,17,30,262,1131,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,16-04-2016,7289,1997,8,12,308,1112,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4558609924,17-04-2016,9634,2117,7,19,304,1110,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4558609924,18-04-2016,8940,2116,14,15,331,1080,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,19-04-2016,5401,1876,1,9,248,1182,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,20-04-2016,4803,1788,0,0,222,1218,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,21-04-2016,13743,2486,6,21,432,844,High Activity,Low Very-Active,Weekday,126,137,92,Less than 6 Hours
4558609924,22-04-2016,9601,2094,20,25,273,1122,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,23-04-2016,6890,2085,5,5,308,1122,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4558609924,24-04-2016,8563,2173,0,0,395,1045,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4558609924,25-04-2016,8095,2225,18,10,340,993,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,26-04-2016,9148,2223,12,41,283,1062,Moderate Activity,Moderate Very-Active,Weekday,103,121,85.1,Less than 6 Hours
4558609924,27-04-2016,9557,2098,27,14,312,1087,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,28-04-2016,9451,2185,1,11,367,985,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,29-04-2016,7833,1918,15,29,197,1096,Moderate Activity,Moderate Very-Active,Weekday,171,179,95.5,Less than 6 Hours
4558609924,30-04-2016,10319,2105,7,29,293,1111,High Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4558609924,01-05-2016,3428,1692,0,0,190,1121,Low Activity,Low Very-Active,Weekend,115,129,89.1,Less than 6 Hours
4558609924,02-05-2016,7891,2066,0,0,383,1057,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,03-05-2016,5267,1953,21,10,237,1172,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,04-05-2016,5232,1842,0,0,252,1188,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,05-05-2016,10611,2262,14,8,370,1048,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,06-05-2016,3755,1722,0,0,202,1238,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,07-05-2016,8237,1973,23,16,233,1116,Moderate Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4558609924,08-05-2016,6543,2666,66,35,238,1019,Moderate Activity,High Very-Active,Weekend,123,134,91.8,Less than 6 Hours
4558609924,09-05-2016,11451,2223,6,30,339,1065,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,10-05-2016,6435,1889,11,18,220,1191,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,11-05-2016,9108,2131,4,31,324,1081,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4558609924,12-05-2016,6307,1452,0,0,247,736,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4702921684,12-04-2016,7213,2947,0,0,263,718,Moderate Activity,Low Very-Active,Weekday,425,439,96.8,6-8 Hours
4702921684,13-04-2016,6877,2898,0,0,258,777,Moderate Activity,Low Very-Active,Weekday,400,430,93,6-8 Hours
4702921684,14-04-2016,7860,2984,0,0,271,772,Moderate Activity,Low Very-Active,Weekday,384,415,92.5,6-8 Hours
4702921684,15-04-2016,6506,2896,1,8,256,944,Moderate Activity,Low Very-Active,Weekday,253,257,98.4,Less than 6 Hours
4702921684,16-04-2016,11140,3328,3,24,335,556,High Activity,Low Very-Active,Weekend,382,406,94.1,6-8 Hours
4702921684,17-04-2016,12692,3394,12,66,302,437,High Activity,Moderate Very-Active,Weekend,591,612,96.6,More than 8 Hours
4702921684,18-04-2016,9105,3013,22,30,191,890,Moderate Activity,Moderate Very-Active,Weekday,293,312,93.9,Less than 6 Hours
4702921684,19-04-2016,6708,2812,10,8,179,757,Moderate Activity,Moderate Very-Active,Weekday,457,487,93.8,6-8 Hours
4702921684,20-04-2016,8793,3061,2,29,260,717,Moderate Activity,Low Very-Active,Weekday,454,468,97,6-8 Hours
4702921684,21-04-2016,6530,2729,4,41,144,901,Moderate Activity,Low Very-Active,Weekday,425,434,97.9,6-8 Hours
4702921684,22-04-2016,1664,2241,0,0,72,1341,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4702921684,23-04-2016,15126,3691,9,66,408,469,High Activity,Low Very-Active,Weekend,465,475,97.9,6-8 Hours
4702921684,24-04-2016,15050,3538,15,95,281,542,High Activity,Moderate Very-Active,Weekend,480,506,94.9,6-8 Hours
4702921684,25-04-2016,9167,3064,6,15,270,730,Moderate Activity,Low Very-Active,Weekday,370,380,97.4,6-8 Hours
4702921684,26-04-2016,6108,2784,1,8,216,765,Moderate Activity,Low Very-Active,Weekday,421,429,98.1,6-8 Hours
4702921684,27-04-2016,7047,2908,1,16,238,733,Moderate Activity,Low Very-Active,Weekday,432,449,96.2,6-8 Hours
4702921684,28-04-2016,9023,3033,14,9,232,738,Moderate Activity,Moderate Very-Active,Weekday,442,461,95.9,6-8 Hours
4702921684,29-04-2016,9930,3165,12,19,267,692,Moderate Activity,Moderate Very-Active,Weekday,433,447,96.9,6-8 Hours
4702921684,30-04-2016,10144,3115,4,36,263,728,High Activity,Low Very-Active,Weekend,479,501,95.6,6-8 Hours
4702921684,01-05-2016,0,2017,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4702921684,02-05-2016,7245,2859,5,40,195,1131,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4702921684,03-05-2016,9454,3145,0,0,313,729,Moderate Activity,Low Very-Active,Weekday,327,373,87.7,Less than 6 Hours
4702921684,04-05-2016,8161,3004,4,15,251,757,Moderate Activity,Low Very-Active,Weekday,412,434,94.9,6-8 Hours
4702921684,05-05-2016,8614,3006,8,5,241,745,Moderate Activity,Low Very-Active,Weekday,414,428,96.7,6-8 Hours
4702921684,06-05-2016,6943,2859,1,16,207,682,Moderate Activity,Low Very-Active,Weekday,404,449,90,6-8 Hours
4702921684,07-05-2016,14370,3683,5,46,439,577,High Activity,Low Very-Active,Weekend,520,543,95.8,More than 8 Hours
4702921684,08-05-2016,12857,3287,9,125,192,1019,High Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4702921684,09-05-2016,8232,2990,0,12,253,746,Moderate Activity,Low Very-Active,Weekday,435,458,95,6-8 Hours
4702921684,10-05-2016,10613,3172,1,37,262,701,High Activity,Low Very-Active,Weekday,416,431,96.5,6-8 Hours
4702921684,11-05-2016,9810,3069,10,41,235,784,Moderate Activity,Moderate Very-Active,Weekday,354,366,96.7,Less than 6 Hours
4702921684,12-05-2016,2752,1240,0,0,68,241,Low Activity,Low Very-Active,Weekday,404,442,91.4,6-8 Hours
5553957443,12-04-2016,11596,2026,19,13,277,767,High Activity,Moderate Very-Active,Weekday,441,464,95,6-8 Hours
5553957443,13-04-2016,4832,1718,0,0,226,647,Low Activity,Low Very-Active,Weekday,455,488,93.2,6-8 Hours
5553957443,14-04-2016,17022,2324,61,41,256,693,High Activity,High Very-Active,Weekday,357,418,85.4,Less than 6 Hours
5553957443,15-04-2016,16556,2254,58,38,239,689,High Activity,High Very-Active,Weekday,377,409,92.2,6-8 Hours
5553957443,16-04-2016,5771,1831,0,0,288,521,Moderate Activity,Low Very-Active,Weekend,651,686,94.9,More than 8 Hours
5553957443,17-04-2016,655,1397,0,0,46,943,Low Activity,Low Very-Active,Weekend,350,402,87.1,Less than 6 Hours
5553957443,18-04-2016,3727,1683,0,0,206,622,Low Activity,Low Very-Active,Weekday,520,541,96.1,More than 8 Hours
5553957443,19-04-2016,15482,2284,69,28,249,756,High Activity,High Very-Active,Weekday,357,410,87.1,Less than 6 Hours
5553957443,20-04-2016,2713,1570,0,0,148,598,Low Activity,Low Very-Active,Weekday,658,678,97.1,More than 8 Hours
5553957443,21-04-2016,12346,2066,47,42,177,801,High Activity,High Very-Active,Weekday,399,431,92.6,6-8 Hours
5553957443,22-04-2016,11682,2105,25,16,270,781,High Activity,Moderate Very-Active,Weekday,322,353,91.2,Less than 6 Hours
5553957443,23-04-2016,4112,1776,0,0,272,443,Low Activity,Low Very-Active,Weekend,631,725,87,More than 8 Hours
5553957443,24-04-2016,1807,1507,0,0,104,582,Low Activity,Low Very-Active,Weekend,553,640,86.4,More than 8 Hours
5553957443,25-04-2016,10946,2033,51,11,201,732,High Activity,High Very-Active,Weekday,433,468,92.5,6-8 Hours
5553957443,26-04-2016,11886,2093,40,18,238,750,High Activity,High Very-Active,Weekday,412,453,90.9,6-8 Hours
5553957443,27-04-2016,10538,1922,16,16,206,745,High Activity,Moderate Very-Active,Weekday,347,391,88.7,Less than 6 Hours
5553957443,28-04-2016,11393,1999,49,13,165,727,High Activity,High Very-Active,Weekday,421,457,92.1,6-8 Hours
5553957443,29-04-2016,12764,2169,46,15,270,709,High Activity,High Very-Active,Weekday,450,495,90.9,6-8 Hours
5553957443,30-04-2016,1202,1463,0,0,84,506,Low Activity,Low Very-Active,Weekend,775,843,91.9,More than 8 Hours
5553957443,01-05-2016,5164,1747,0,0,237,436,Moderate Activity,Low Very-Active,Weekend,622,686,90.7,More than 8 Hours
5553957443,02-05-2016,9769,1996,23,9,227,724,Moderate Activity,Moderate Very-Active,Weekday,409,471,86.8,6-8 Hours
5553957443,03-05-2016,12848,2116,26,29,247,812,High Activity,Moderate Very-Active,Weekday,380,429,88.6,6-8 Hours
5553957443,04-05-2016,4249,1698,0,0,224,651,Low Activity,Low Very-Active,Weekday,447,470,95.1,6-8 Hours
5553957443,05-05-2016,14331,2156,44,29,241,692,High Activity,High Very-Active,Weekday,419,464,90.3,6-8 Hours
5553957443,06-05-2016,9632,1916,21,9,229,761,Moderate Activity,Moderate Very-Active,Weekday,400,434,92.2,6-8 Hours
5553957443,07-05-2016,1868,1494,0,0,96,902,Low Activity,Low Very-Active,Weekend,442,470,94,6-8 Hours
5553957443,08-05-2016,6083,1762,3,8,210,505,Moderate Activity,Low Very-Active,Weekend,568,608,93.4,More than 8 Hours
5553957443,09-05-2016,11611,2272,59,22,251,667,High Activity,High Very-Active,Weekday,453,494,91.7,6-8 Hours
5553957443,10-05-2016,16358,2335,61,40,265,707,High Activity,High Very-Active,Weekday,418,443,94.4,6-8 Hours
5553957443,11-05-2016,4926,1693,0,0,195,628,Low Activity,Low Very-Active,Weekday,463,486,95.3,6-8 Hours
5553957443,12-05-2016,3121,741,8,6,48,222,Low Activity,Low Very-Active,Weekday,438,475,92.2,6-8 Hours
5577150313,12-04-2016,8135,3405,86,16,140,728,Moderate Activity,High Very-Active,Weekday,419,438,95.7,6-8 Hours
5577150313,13-04-2016,5077,2551,15,11,144,776,Moderate Activity,Moderate Very-Active,Weekday,432,458,94.3,6-8 Hours
5577150313,14-04-2016,8596,4022,118,30,176,662,Moderate Activity,High Very-Active,Weekday,477,497,96,6-8 Hours
5577150313,15-04-2016,12087,4005,115,54,199,695,High Activity,High Very-Active,Weekday,392,413,94.9,6-8 Hours
5577150313,16-04-2016,14269,4274,184,56,158,472,High Activity,High Very-Active,Weekend,406,445,91.2,6-8 Hours
5577150313,17-04-2016,12231,4552,200,37,159,525,High Activity,High Very-Active,Weekend,549,583,94.2,More than 8 Hours
5577150313,18-04-2016,9893,3625,114,32,130,623,Moderate Activity,High Very-Active,Weekday,527,553,95.3,More than 8 Hours
5577150313,19-04-2016,12574,3501,108,23,111,733,High Activity,High Very-Active,Weekday,449,465,96.6,6-8 Hours
5577150313,20-04-2016,8330,3192,87,16,113,773,Moderate Activity,High Very-Active,Weekday,447,480,93.1,6-8 Hours
5577150313,21-04-2016,10830,4018,110,74,175,670,High Activity,High Very-Active,Weekday,414,437,94.7,6-8 Hours
5577150313,22-04-2016,9172,3329,62,30,200,823,Moderate Activity,High Very-Active,Weekday,338,366,92.3,Less than 6 Hours
5577150313,23-04-2016,7638,3152,24,24,223,627,Moderate Activity,Moderate Very-Active,Weekend,384,402,95.5,6-8 Hours
5577150313,24-04-2016,15764,4392,210,65,141,425,High Activity,High Very-Active,Weekend,543,615,88.3,More than 8 Hours
5577150313,25-04-2016,6393,3374,61,38,214,743,Moderate Activity,High Very-Active,Weekday,421,461,91.3,6-8 Hours
5577150313,26-04-2016,5325,3088,38,32,181,759,Moderate Activity,High Very-Active,Weekday,354,377,93.9,Less than 6 Hours
5577150313,27-04-2016,6805,3294,63,16,190,773,Moderate Activity,High Very-Active,Weekday,424,452,93.8,6-8 Hours
5577150313,28-04-2016,9841,3580,99,51,141,692,Moderate Activity,High Very-Active,Weekday,361,372,97,6-8 Hours
5577150313,29-04-2016,7924,3544,97,36,165,739,Moderate Activity,High Very-Active,Weekday,459,485,94.6,6-8 Hours
5577150313,30-04-2016,12363,4501,207,45,163,621,High Activity,High Very-Active,Weekend,412,433,95.2,6-8 Hours
5577150313,01-05-2016,13368,4546,194,72,178,499,High Activity,High Very-Active,Weekend,379,398,95.2,6-8 Hours
5577150313,02-05-2016,7439,3014,37,20,235,732,Moderate Activity,High Very-Active,Weekday,525,553,94.9,More than 8 Hours
5577150313,03-05-2016,11045,3795,97,8,212,580,High Activity,High Very-Active,Weekday,508,543,93.6,More than 8 Hours
5577150313,04-05-2016,5206,2755,25,9,141,631,Moderate Activity,Moderate Very-Active,Weekday,603,634,95.1,More than 8 Hours
5577150313,05-05-2016,7550,3004,45,21,143,1153,Moderate Activity,High Very-Active,Weekday,74,78,94.9,Less than 6 Hours
5577150313,06-05-2016,4950,2643,41,16,79,1304,Low Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
5577150313,07-05-2016,0,1819,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
5577150313,08-05-2016,0,1819,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
5577150313,09-05-2016,3421,2489,34,11,70,1099,Low Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
5577150313,10-05-2016,8869,3841,104,37,194,639,Moderate Activity,High Very-Active,Weekday,504,562,89.7,More than 8 Hours
5577150313,11-05-2016,4038,1665,45,15,63,257,Low Activity,High Very-Active,Weekday,431,476,90.5,6-8 Hours
6117666160,12-04-2016,0,1496,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,13-04-2016,0,1496,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,14-04-2016,0,1496,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,15-04-2016,14019,2865,0,6,513,921,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,16-04-2016,14450,2828,7,15,518,502,High Activity,Low Very-Active,Weekend,380,398,95.5,6-8 Hours
6117666160,17-04-2016,7150,2225,0,0,312,702,Moderate Activity,Low Very-Active,Weekend,336,350,96,Less than 6 Hours
6117666160,18-04-2016,5153,2018,0,0,241,759,Moderate Activity,Low Very-Active,Weekday,493,510,96.7,More than 8 Hours
6117666160,19-04-2016,11135,2606,0,0,480,425,High Activity,Low Very-Active,Weekday,465,492,94.5,6-8 Hours
6117666160,20-04-2016,10449,2536,26,10,349,587,High Activity,Moderate Very-Active,Weekday,474,502,94.4,6-8 Hours
6117666160,21-04-2016,19542,4900,11,19,294,579,High Activity,Moderate Very-Active,Weekday,508,550,92.4,More than 8 Hours
6117666160,22-04-2016,8206,2409,0,0,402,413,Moderate Activity,Low Very-Active,Weekday,480,546,87.9,6-8 Hours
6117666160,23-04-2016,11495,2651,0,0,512,468,High Activity,Low Very-Active,Weekend,492,539,91.3,More than 8 Hours
6117666160,24-04-2016,7623,2305,0,0,362,711,Moderate Activity,Low Very-Active,Weekend,353,367,96.2,Less than 6 Hours
6117666160,25-04-2016,0,1497,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,26-04-2016,9543,2450,0,7,352,1077,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,27-04-2016,9411,2576,0,0,458,417,Moderate Activity,Low Very-Active,Weekday,542,557,97.3,More than 8 Hours
6117666160,28-04-2016,3403,1879,0,0,141,758,Low Activity,Low Very-Active,Weekday,393,416,94.5,6-8 Hours
6117666160,29-04-2016,9592,2560,0,0,461,479,Moderate Activity,Low Very-Active,Weekday,600,636,94.3,More than 8 Hours
6117666160,30-04-2016,6987,2275,0,0,343,1040,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
6117666160,01-05-2016,8915,2361,0,0,397,525,Moderate Activity,Low Very-Active,Weekend,507,575,88.2,More than 8 Hours
6117666160,02-05-2016,4933,2044,0,0,236,1204,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,03-05-2016,0,1496,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,04-05-2016,2997,1902,0,0,156,1279,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6117666160,05-05-2016,9799,2636,0,0,487,479,Moderate Activity,Low Very-Active,Weekday,392,415,94.5,6-8 Hours
6117666160,06-05-2016,3365,1838,0,0,133,673,Low Activity,Low Very-Active,Weekday,658,698,94.3,More than 8 Hours
6117666160,07-05-2016,7336,2469,0,0,412,456,Moderate Activity,Low Very-Active,Weekend,498,507,98.2,More than 8 Hours
6117666160,08-05-2016,7328,2250,0,0,318,517,Moderate Activity,Low Very-Active,Weekend,555,603,92,More than 8 Hours
6117666160,09-05-2016,4477,1248,0,0,197,125,Low Activity,Low Very-Active,Weekday,492,522,94.3,More than 8 Hours
6290855005,12-04-2016,4562,2560,0,0,199,1241,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,13-04-2016,7142,2905,0,0,350,1090,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,14-04-2016,7671,2952,0,0,363,1077,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,15-04-2016,9501,2896,0,0,328,1112,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,16-04-2016,8301,2783,0,0,258,1182,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
6290855005,17-04-2016,7851,3171,31,12,225,1172,Moderate Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
6290855005,18-04-2016,6885,2766,0,0,271,1169,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,19-04-2016,7142,2839,0,0,321,1119,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,20-04-2016,6361,2701,0,0,258,1182,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,21-04-2016,0,2060,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,22-04-2016,6238,2796,0,0,302,1138,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
6290855005,23-04-2016,0,2664,33,0,0,1407,Low Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
6290855005,24-04-2016,5896,2703,0,0,258,1182,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
